Id,ActivityDate,TotalSteps,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories,Average_TotalSteps,Average_VeryActiveMinutes,Average_FairlyActiveMinutes,Average_LightlyActiveMinutes,Average_SedentaryMinutes,Average_Calories
8378563200,4/12/2016,3246,65,15,49,243,1882,,,,,,
8583815059,4/1/2016,2174,0,0,112,1328,2360,,,,,,
8583815059,4/2/2016,3494,0,0,166,1274,2517,,,,,,
8583815059,4/3/2016,2380,0,0,131,1309,2400,,,,,,
8583815059,4/4/2016,3159,0,0,147,1293,2462,,,,,,
8583815059,4/5/2016,6835,5,15,212,1208,2786,,,,,,
8583815059,4/6/2016,2098,0,0,112,1328,2354,,,,,,
8583815059,4/7/2016,2816,0,0,138,1302,2437,,,,,,
8583815059,4/8/2016,1408,0,0,79,1052,1814,,,,,,
8792009665,4/1/2016,4592,4,8,176,748,2260,,,,,,
8792009665,4/2/2016,8452,9,24,328,1079,3004,,,,,,
8792009665,4/3/2016,7238,2,6,279,636,2667,,,,,,
8792009665,4/4/2016,3821,0,9,161,675,2229,,,,,,
8792009665,4/5/2016,2332,1,10,111,904,2100,,,,,,
8792009665,4/6/2016,2121,0,0,122,855,2114,,,,,,
8792009665,4/7/2016,1291,0,0,77,888,1961,,,,,,
8792009665,4/8/2016,1467,2,8,71,912,1953,,,,,,
8792009665,4/9/2016,1022,0,0,63,739,1890,,,,,,
8792009665,4/10/2016,4605,0,0,179,1261,2253,,,,,,
8792009665,4/11/2016,178,0,0,12,1428,1725,,,,,,
8792009665,4/12/2016,20,0,0,6,598,728,,,,,,
8877689391,4/1/2016,18700,67,3,247,1123,3527,,,,,,
8877689391,4/2/2016,27572,116,24,260,1040,4220,,,,,,
8877689391,4/3/2016,15260,106,17,259,1058,3864,,,,,,
8877689391,4/4/2016,20779,78,16,208,1138,3662,,,,,,
8877689391,4/5/2016,10695,10,3,246,1181,2834,,,,,,
8877689391,4/6/2016,24136,87,16,318,1019,4039,,,,,,
8877689391,4/7/2016,10910,32,11,212,1185,2947,,,,,,
8877689391,4/8/2016,23014,70,29,359,982,4196,,,,,,
8877689391,4/9/2016,16470,90,9,289,1052,3841,,,,,,
8877689391,4/10/2016,28497,128,46,211,1055,4526,,,,,,
8877689391,4/11/2016,10622,18,7,225,1190,2820,,,,,,
8877689391,4/12/2016,2350,0,0,58,531,938,,,,,,
